Speed,Distance,Obs Width,Obs Height,Obs Gap,Player Mode,Obs Above Ground,Action,Q Value
63,13,34,105,6,2,0,nothing,0.11099363522070883
63,-2,34,105,6,2,0,nothing,0.6120733659519179
63,-7,34,105,6,1,0,up,-0.010676399752198789
63,35,34,105,6,1,0,release,-4.55220948727033e-7
63,16,34,105,6,1,0,up,-0.10448112722213226
64,6,34,105,6,1,0,release,-0.5
62,40,17,105,3,1,0,release,-0.008698930427875794
62,35,17,105,3,0,0,nothing,-0.00006232501721036246
62,30,17,105,3,0,0,nothing,-0.0005940244607018138
62,25,17,105,3,0,0,down,-0.0009500000000000002
62,20,17,105,3,-1,0,release,-0.09795245000000001
63,15,17,105,3,0,0,down,-0.9905
63,15,25,90,6,2,0,nothing,0.010999146236523982
63,-5,25,90,6,1,0,down,-0.010785140172294774
63,35,17,105,3,0,0,nothing,-0.000052863425535810336
63,16,17,105,3,2,0,nothing,-0.0005263913997827058
63,11,17,105,3,2,0,up,0.054086787507645236
63,6,17,105,3,2,0,up,1.0360668972028466
63,1,17,105,3,1,0,up,0.36467835554021877
63,-3,17,105,3,1,0,up,-0.0008215466056726903
63,24,51,105,6,1,0,down,-0.017195000000000005
63,19,51,105,6,1,0,nothing,-0.17195000000000002
63,14,51,105,6,1,0,up,-0.6843245957320226
62,24,17,105,4,0,0,nothing,-0.004490000000000249
62,19,17,105,4,0,0,nothing,-0.095
63,14,17,105,4,0,0,up,-0.95
63,33,51,105,6,1,0,down,-0.00007544719418480514
63,23,51,105,6,-1,0,down,-0.020475500000000008
63,14,51,105,6,1,0,down,-0.86
63,10,17,105,4,2,0,up,0.09973656120644901
63,35,25,90,4,1,0,down,-0.00001454704011061564
63,30,25,90,4,-1,0,release,-0.000041677373272331644
63,-4,25,90,4,1,0,nothing,-0.004615431838285779
63,29,17,105,4,2,0,down,-0.0005000000000000001
63,24,17,105,4,1,0,release,-0.004490000000000001
63,19,17,105,4,1,0,up,-0.04215110000291472
62,24,25,90,5,2,0,up,-0.0004890491047661889
63,40,34,105,5,1,0,release,-0.00491348208953827
63,40,34,105,5,0,0,down,-0.0046339021896848725
63,40,34,105,5,-1,0,nothing,-0.0070633348574551
63,38,34,105,5,-1,0,down,1.97725817154962e-7
63,33,34,105,5,-1,0,nothing,-0.000050000000000000016
63,28,34,105,5,-1,0,up,-0.0005000000000000001
63,23,34,105,5,-1,0,nothing,-0.009500000000000001
63,18,34,105,5,-1,0,up,-0.095
63,13,34,105,5,-1,0,down,-1.7195
63,38,51,105,6,0,0,down,1.7252635662135948e-7
63,33,51,105,6,-1,0,nothing,-0.00012063365143700138
63,28,51,105,6,-1,0,down,-0.0008715311699300649
63,23,51,105,6,-1,0,release,-0.006554669589819949
63,18,51,105,6,0,0,down,-0.05
63,13,51,105,6,-1,0,nothing,-2.342795
63,39,17,105,3,-1,0,nothing,3.4206634597225864e-8
63,34,17,105,3,-1,0,up,-0.000050000000000000016
63,29,17,105,3,-1,0,up,-0.0005000000000000001
63,24,17,105,3,-1,0,nothing,-0.005000000000000001
63,19,17,105,3,-1,0,down,-0.05
62,37,25,90,4,2,0,up,-0.0000022204647950324435
62,32,25,90,4,2,0,nothing,-0.0001236211801388561
62,27,25,90,4,1,0,nothing,-0.0008458731698846275
62,17,25,90,4,1,0,up,-0.08555900000000001
63,13,25,90,4,1,0,down,-1.6830499999999997
63,-1,25,90,5,2,0,up,-0.009689928018462425
63,39,34,105,6,1,0,release,2.0782131038638208e-8
63,35,34,105,6,1,0,up,-0.000045592409727866306
63,30,34,105,6,1,0,nothing,-0.0013549198180919004
63,25,34,105,6,0,0,down,-0.004353552854504763
63,15,34,105,6,0,0,up,-0.9540500000000001
63,5,34,105,6,1,0,nothing,-0.4700440982595605
62,34,25,90,6,0,0,up,-0.00008314537792858422
62,29,25,90,6,2,0,up,-0.0003780588113367708
63,14,25,90,6,1,0,up,-1.6191267874167274
62,18,25,90,6,2,0,nothing,0.009840871448093933
63,30,25,90,6,2,0,up,-0.0007774438097228906
63,0,17,105,4,1,0,up,-0.005206109956109345
63,30,25,90,6,1,0,down,-0.001340689667615575
63,25,25,90,6,-1,0,release,-0.005859015249203556
63,20,25,90,6,0,0,nothing,-0.20475500000000002
63,15,25,90,6,0,0,up,-3.062897555
63,12,34,105,6,1,0,up,-1.8144843762371967
63,7,34,105,6,1,0,nothing,-0.04832329784147393
63,12,25,90,6,2,0,down,-0.1491303402568787
63,8,25,90,6,1,0,release,-1.5458185485124876
63,-3,25,90,6,1,0,up,-0.010588960222721093
63,38,25,90,6,0,0,down,3.1546065126188604e-7
63,33,25,90,6,-1,0,release,-0.00006167692979332007
63,23,25,90,6,2,0,nothing,0.0005350077558661554
63,19,25,90,6,2,0,down,-0.05265720500000001
62,37,25,90,4,2,0,nothing,-0.0000016642432458895097
62,28,25,90,4,2,0,up,-0.0005531143300900174
63,8,25,90,4,1,0,up,-1.0554615747315819
62,29,25,90,5,-1,0,down,-0.0004889179717646694
62,24,25,90,5,-1,0,nothing,-0.017195000000000005
62,19,25,90,5,-1,0,up,-0.20475500000000002
63,35,25,90,6,-1,0,nothing,-0.00010666560919297396
63,30,25,90,6,-1,0,up,-0.0013550000000000003
63,25,25,90,6,-1,0,down,-0.02342795000000001
63,20,25,90,6,-1,0,release,-0.343094701955
63,15,25,90,6,0,0,nothing,-3.43094701955
63,12,25,90,4,1,0,release,-1.34107205
63,7,25,90,4,1,0,up,0.2480218023694194
62,32,25,90,5,1,0,down,-0.000048594912440700655
63,2,51,105,6,2,0,up,0.20897890395729296
63,-3,51,105,6,1,0,down,0.8462801362404484
63,-8,51,105,6,1,0,release,-0.009577135741288748
63,40,34,105,5,1,0,down,-0.0068063612419615345
63,40,34,105,5,-1,0,up,-0.00494983475635949
63,40,34,105,5,-1,0,down,-0.006347638217515068
63,40,34,105,5,-1,0,release,-0.00011847012841604328
64,40,34,105,5,0,0,down,-0.0024462900000000003
64,40,34,105,5,-1,0,release,-0.000025486253660719745
64,40,34,105,5,0,0,nothing,-0.00000889160900356229
64,36,34,105,5,0,0,down,2.68263888727487e-8
64,31,34,105,5,-1,0,release,-0.000050000000000000016
64,26,34,105,5,0,0,down,-0.0005000000000000001
64,21,34,105,5,-1,0,release,-0.005000000000000001
64,17,34,105,5,0,0,down,-0.05
64,12,34,105,5,-1,0,nothing,-0.95
62,26,17,105,4,0,0,nothing,-0.0010748471414972322
62,21,17,105,4,0,0,nothing,-0.003356900018890452
63,16,17,105,4,0,0,down,-0.095
63,11,17,105,4,-1,0,release,-1.355
62,32,17,105,3,-1,0,release,-0.00004901021704782927
62,28,17,105,3,0,0,up,-0.000009961358891717853
62,23,17,105,3,2,0,up,-0.0002149510999110252
62,18,17,105,3,2,0,up,0.005405995127286558
63,13,17,105,3,2,0,down,-0.01921242929367459
63,8,17,105,3,1,0,nothing,0.011453909868582648
63,3,17,105,3,1,0,down,-0.2689999903527828
63,-2,17,105,3,-1,0,release,2.089810000000001e-8
63,32,25,90,4,0,0,down,-0.00011287048744754462
63,27,25,90,4,-1,0,release,-0.000897333634090648
63,-2,25,90,4,1,0,nothing,-0.007353478207193279
63,36,51,105,6,1,0,release,4.3156347787874035e-7
64,32,51,105,6,0,0,up,-0.00002985953999499265
64,27,51,105,6,2,0,up,-0.0004396077870786198
64,22,51,105,6,2,0,down,-0.013145
64,17,51,105,6,1,0,release,-0.17195000000000002
64,12,51,105,6,1,0,up,-0.8950100000315935
62,19,25,90,5,2,0,down,-0.13939552445000003
63,14,25,90,5,1,0,release,-2.262783605
63,-1,17,105,4,-1,0,down,-5.0000000000000024e-8
63,36,25,90,5,-1,0,nothing,-0.00009462100674665722
63,26,25,90,5,-1,0,up,-0.009500000000000001
63,21,25,90,5,-1,0,up,-0.095
63,25,34,105,6,-1,0,nothing,-0.02342795000000001
63,20,34,105,6,-1,0,down,-0.095
63,16,34,105,6,-1,0,release,-1.7195
62,23,25,90,6,0,0,nothing,-0.0021372327964837724
62,18,25,90,6,0,0,nothing,-0.05
62,36,25,90,5,1,0,nothing,-0.0000021777666285047234
62,31,25,90,5,0,0,down,-0.00004393069909180576
62,26,25,90,5,-1,0,nothing,-0.005450000000000002
62,21,25,90,5,-1,0,up,-0.05450000000000001
62,17,25,90,5,-1,0,up,-0.1355
63,16,34,105,6,2,0,up,0.007061582083259002
63,11,34,105,6,2,0,nothing,0.1099889540308546
64,33,51,105,6,0,0,down,-0.000044122026935068456
64,29,51,105,6,-1,0,nothing,-0.0013550000000000003
64,24,51,105,6,-1,0,nothing,-0.017195000000000005
64,19,51,105,6,-1,0,up,-0.1355
64,14,51,105,6,-1,0,up,-1.355
63,33,25,90,5,0,0,down,0.0000056258753706177615
63,24,25,90,5,0,0,nothing,-0.004274166370785386
63,9,25,90,5,2,0,down,0.3541224677805237
63,19,51,105,6,2,0,up,-0.000520662866997223
63,9,51,105,6,2,0,up,0.3161106497936568
64,-6,51,105,6,1,0,up,-0.006294738107244512
64,40,51,105,6,1,0,up,-0.006787502276714263
64,40,51,105,6,2,0,down,-0.008545475003224199
64,40,51,105,6,1,0,release,-0.006189426542780509
64,40,51,105,6,-1,0,nothing,-0.0069800070398982434
64,40,51,105,6,-1,0,up,-0.009658465778779055
64,40,51,105,6,-1,0,down,-0.008110353465848692
64,40,51,105,6,-1,0,release,-0.0000800670417318757
64,37,51,105,6,0,0,up,-0.0000011593815144905104
64,32,51,105,6,2,0,down,-0.000050000000000000016
64,27,51,105,6,1,0,nothing,-0.0008920734666442921
64,22,51,105,6,1,0,up,-0.015102180198751688
64,17,51,105,6,-1,0,up,-0.17195000000000002
64,13,51,105,6,-1,0,up,-1.7195
63,22,34,105,6,-1,0,down,-0.013550000000000003
63,17,34,105,6,-1,0,release,-0.1355
63,12,34,105,6,0,0,up,-1.7195
63,35,17,105,4,0,0,up,-0.00006470308517984242
63,30,17,105,4,2,0,nothing,-0.00016451253705089018
63,10,17,105,4,1,0,down,-1.0791061611986303
63,1,17,105,4,1,0,down,0.09000001927143628
62,28,25,90,4,2,0,down,-0.0008440530727580386
62,24,25,90,4,1,0,release,-0.00904026666807928
62,19,25,90,4,1,0,nothing,-0.1355
63,14,25,90,4,0,0,nothing,-1.7195
63,39,51,105,6,0,0,up,-0.000002621204801846493
63,34,51,105,6,2,0,down,-0.00009500000000000003
63,29,51,105,6,1,0,nothing,-0.0016416512784234167
63,24,51,105,6,1,0,nothing,-0.020600979999329087
63,19,51,105,6,-1,0,up,-0.28476639500000006
63,14,51,105,6,-1,0,nothing,-2.342795
62,22,34,105,6,1,0,up,-0.014469073405373307
62,18,34,105,6,2,0,down,-0.0905
63,13,34,105,6,1,0,nothing,-1.937079575803633
63,-4,25,90,6,1,0,up,-0.010807293862389196
63,35,34,105,6,-1,0,down,-0.00008337893884165644
63,30,34,105,6,-1,0,nothing,-0.0010192550000000002
63,25,34,105,6,-1,0,down,-0.0020475500000000004
63,15,34,105,6,0,0,nothing,-0.580011395
64,10,34,105,6,0,0,nothing,-0.5
63,36,25,90,4,2,0,up,0
63,31,25,90,4,2,0,down,-0.0005450000000000001
63,26,25,90,4,1,0,release,-0.005450000000000002
63,21,25,90,4,1,0,down,-0.009500000000000001
63,17,25,90,4,1,0,release,-0.1355
63,12,25,90,4,0,0,nothing,-1.355
63,39,17,105,4,2,0,down,6.474604742230268e-8
63,35,17,105,4,1,0,nothing,-0.00004494308066998345
63,30,17,105,4,1,0,down,-0.0004491839111073432
63,25,17,105,4,-1,0,nothing,-0.009500000000000001
63,20,17,105,4,-1,0,nothing,-0.1355
63,15,17,105,4,-1,0,up,-2.04755
62,37,17,105,4,-1,0,nothing,0
62,32,17,105,4,-1,0,nothing,-0.000050000000000000016
62,27,17,105,4,-1,0,up,-0.0005000000000000001
62,23,17,105,4,-1,0,nothing,-0.005000000000000001
62,18,17,105,4,-1,0,down,-0.05
63,13,17,105,4,-1,0,nothing,-2.04755
63,3,25,90,5,1,0,up,0.2501882212320643
63,29,25,90,6,-1,0,up,-0.0023427950000000004
63,-6,51,105,6,1,0,down,0.13531300204281232
63,36,17,105,4,1,0,down,-0.0000011964675192980602
64,32,17,105,4,-1,0,release,-0.000020522307216124232
64,27,17,105,4,0,0,up,-0.00038455765439961257
64,22,17,105,4,2,0,down,-0.005000000000000001
64,17,17,105,4,1,0,nothing,-0.095
64,12,17,105,4,1,0,down,-0.95
62,26,25,90,5,-1,0,up,-0.009500000000000001
62,21,25,90,5,-1,0,nothing,-0.095
62,16,25,90,5,-1,0,nothing,-0.95
62,38,25,90,4,-1,0,release,-0.0000016441734771035874
62,33,25,90,4,0,0,nothing,-0.00008391503387946439
62,28,25,90,4,0,0,nothing,-0.0003694630185728167
62,18,25,90,4,0,0,down,-0.095
62,34,17,105,5,-1,0,nothing,-0.000050000000000000016
62,29,17,105,5,-1,0,up,-0.0005000000000000001
62,24,17,105,5,-1,0,down,-0.005000000000000001
62,19,17,105,5,-1,0,release,-0.05
63,14,17,105,5,0,0,up,-0.5
62,28,34,105,6,1,0,nothing,-0.0005000000000000001
62,23,34,105,6,1,0,down,-0.005000000000000001
62,19,34,105,6,-1,0,release,-0.095
63,14,34,105,6,0,0,down,-2.04755
62,16,34,105,6,1,0,down,-0.3341171076392908
62,25,34,105,6,0,0,nothing,-0.0004390354082813543
62,20,34,105,6,0,0,up,-0.005000000000000001
62,31,25,90,6,2,0,down,-0.000011576057639109523
62,26,25,90,6,1,0,nothing,-0.0005000000000000001
62,21,25,90,6,1,0,up,-0.0012037538157309634
62,16,25,90,6,-1,0,nothing,-0.5855
62,29,17,105,5,2,0,up,-0.00008994910550697274
62,24,17,105,5,2,0,down,-0.009905000000000002
62,19,17,105,5,1,0,release,-0.05450000000000001
63,38,34,105,6,1,0,up,-0.000004110853356354144
63,29,34,105,6,2,0,up,-0.00019322199923416184
63,19,34,105,6,1,0,up,-0.1752305
63,14,34,105,6,1,0,down,-0.8784513949999999
63,9,34,105,6,1,0,release,-0.47985910919937974
62,27,25,90,4,2,0,down,-0.0009500000000000002
62,23,25,90,4,1,0,release,-0.003841015642461874
62,18,25,90,4,1,0,up,-0.040238673456330684
62,35,34,105,6,1,0,down,-0.00002896822543258015
62,30,34,105,6,1,0,release,-0.0005450000000000001
62,25,34,105,6,1,0,nothing,-0.009905000000000002
62,20,34,105,6,1,0,nothing,-0.057596001899903757
63,11,34,105,6,-1,0,nothing,-2.6085155
62,38,25,90,4,0,0,down,-2.3112007475512778e-7
62,33,25,90,4,-1,0,release,-0.00004974559514416807
62,28,25,90,4,0,0,down,-0.0007787704100587662
62,23,25,90,4,-1,0,release,-0.005586455105301471
63,14,25,90,4,2,0,down,-0.18927950000000002
63,9,25,90,4,1,0,nothing,-2.6891906936515673
62,38,17,105,3,2,0,nothing,0
62,33,17,105,3,1,0,up,-0.000050000000000000016
62,29,17,105,3,1,0,down,-0.0005000000000000001
62,24,17,105,3,1,0,release,-0.005000000000000001
62,19,17,105,3,1,0,nothing,-0.05
63,14,17,105,3,0,0,up,-0.95
63,39,17,105,4,-1,0,release,-0.0000012662385640933625
63,34,17,105,4,0,0,up,-0.000002077740506918966
63,29,17,105,4,2,0,nothing,-0.00009500000000000003
63,24,17,105,4,2,0,down,-0.005450000000000002
63,19,17,105,4,1,0,release,-0.05450000000000001
63,15,17,105,4,1,0,up,-0.8799850286194385
63,36,51,105,6,0,0,nothing,9.640930158312586e-9
63,1,51,105,6,1,0,release,0.9743328001744417
63,-4,51,105,6,1,0,nothing,0.9993075120329524
63,-9,51,105,6,1,0,down,-0.009367503449496752
63,37,17,105,3,0,0,down,-9.653798619358924e-7
64,32,17,105,3,-1,0,release,-0.000030134996943915157
64,27,17,105,3,0,0,nothing,-0.000491
64,22,17,105,3,0,0,nothing,-0.004731710000000002
64,17,17,105,3,0,0,up,0.001291830209655
64,12,17,105,3,2,0,up,0.1053369168166471
64,8,17,105,3,2,0,up,0.9796387321648874
64,3,17,105,3,2,0,down,0.5217008563980958
64,-2,17,105,3,1,0,nothing,-0.00007717492139007791
64,29,25,90,6,1,0,up,-0.001509155245948205
64,24,25,90,6,-1,0,down,-0.013550000000000003
64,20,25,90,6,-1,0,release,-0.28476639500000006
64,15,25,90,6,0,0,up,-1.7195
63,35,25,90,6,-1,0,up,-0.00014644574673153027
63,30,25,90,6,-1,0,down,-0.0012666017983574709
62,38,34,105,5,-1,0,release,0
62,33,34,105,5,0,0,up,-0.000050000000000000016
62,28,34,105,5,2,0,down,-0.0005000000000000001
62,23,34,105,5,1,0,nothing,-0.005000000000000001
62,18,34,105,5,1,0,down,-0.05
63,14,34,105,5,-1,0,nothing,-1.355
63,1,17,105,4,1,0,up,0.09835993767413813
63,37,34,105,6,1,0,nothing,-0.000003407835448123782
63,-6,34,105,6,1,0,nothing,-0.009037650567487614
63,36,25,90,6,2,0,down,-5.96234489448851e-7
63,31,25,90,6,1,0,release,-0.00015982153390113065
63,26,25,90,6,1,0,down,-0.005450000000000002
63,21,25,90,6,1,0,release,-0.020475500000000008
63,17,25,90,6,0,0,down,-0.05
62,35,34,105,6,1,0,release,-0.00004999010090000001
62,31,34,105,6,1,0,down,-0.0004983909174555278
62,26,34,105,6,1,0,release,-0.004991819089995454
62,21,34,105,6,1,0,nothing,-0.057983734680117985
63,-3,34,105,6,2,0,nothing,-0.0038208150967737452
63,35,25,90,6,1,0,up,-0.00008524947111578256
63,30,25,90,6,2,0,nothing,-0.00001473577485999449
63,25,25,90,6,2,0,nothing,-0.0003970808952589924
63,21,25,90,6,2,0,nothing,0.00019647511794049528
63,16,25,90,6,2,0,nothing,0.010995326686104366
63,11,25,90,6,1,0,nothing,-1.7300230732524189
63,-4,25,90,6,1,0,nothing,-0.007018550142859031
63,36,25,90,4,0,0,up,-0.000008186364774375034
63,31,25,90,4,2,0,nothing,-0.00036503192740800145
63,26,25,90,4,2,0,down,-0.005000000000000001
64,21,25,90,4,1,0,nothing,-0.095
64,16,25,90,4,1,0,nothing,-0.4495
63,32,25,90,6,2,0,nothing,-0.00013552063721106574
63,27,25,90,6,2,0,up,-0.0009042379408125722
63,22,25,90,6,2,0,down,-0.016270745000000003
63,17,25,90,6,1,0,release,-0.13914500000000002
62,26,34,105,6,-1,0,up,-0.005000000000000001
62,21,34,105,6,-1,0,nothing,-0.095
62,16,34,105,6,-1,0,up,-0.95
63,27,51,105,6,-1,0,down,-0.000678291609208372
63,13,51,105,6,-1,0,down,-1.7195
63,40,17,105,5,0,0,up,-0.007586628568926828
63,36,17,105,5,2,0,nothing,-8.267665503301213e-8
63,31,17,105,5,2,0,up,-0.000050000000000000016
63,26,17,105,5,2,0,down,-0.0005000000000000001
63,21,17,105,5,1,0,release,-0.005000000000000001
63,16,17,105,5,1,0,down,-0.12085010018086324
63,12,17,105,5,1,0,nothing,-0.9005908100000726
63,40,17,105,4,2,0,up,-0.009228241891053443
63,40,17,105,4,2,0,down,-0.00891454052054906
63,36,17,105,4,1,0,nothing,-3.4001246554919523e-7
63,31,17,105,4,1,0,down,-0.000050000000000000016
63,21,17,105,4,-1,0,nothing,-0.053645000000000005
63,17,17,105,4,-1,0,nothing,-0.23427950000000003
62,17,25,90,5,1,0,nothing,-0.17195000000000002
63,39,25,90,4,0,0,up,-0.000003140554462434092
63,34,25,90,4,2,0,up,-0.000012227763443206909
63,19,25,90,4,1,0,down,-0.09864500000000001
63,14,25,90,4,1,0,nothing,-0.973315201955
63,35,25,90,5,2,0,up,-0.000021290886824293533
63,16,25,90,5,1,0,nothing,-1.0159745
62,39,17,105,4,1,0,up,5.3851123611555465e-8
62,35,17,105,4,-1,0,down,4.4789675204002776e-7
63,28,51,105,6,1,0,down,-0.00047439901998867263
63,18,51,105,6,1,0,down,-0.1355
62,26,25,90,5,2,0,down,-0.0013550000000000003
62,21,25,90,5,1,0,release,-0.013550000000000003
62,17,25,90,5,1,0,down,-0.11925500000000001
63,36,17,105,3,1,0,release,1.0987018382664606e-7
63,31,17,105,3,0,0,up,-0.0005764287662174327
63,26,17,105,3,2,0,nothing,-0.0003520745341902634
64,16,17,105,3,2,0,nothing,0.009165165510337886
64,11,17,105,3,2,0,up,0.10183504297322257
64,7,17,105,3,1,0,nothing,-0.46922658953277674
64,2,17,105,3,1,0,nothing,0.9866932249153606
64,-3,17,105,3,1,0,up,-0.0001634709352834862
64,29,25,90,6,1,0,down,-0.001188852539691085
64,24,25,90,6,-1,0,nothing,-0.017195000000000005
64,20,25,90,6,-1,0,nothing,-0.28476639500000006
64,15,25,90,6,-1,0,nothing,-2.6085155
62,24,51,105,6,-1,0,release,0.000016815244156334745
63,9,51,105,6,2,0,nothing,0.20085551087657794
63,35,25,90,5,1,0,down,-0.00011203102825525873
63,30,25,90,5,1,0,release,-0.0013914500000000005
63,26,25,90,5,0,0,up,0.00005762127833975883
63,11,25,90,5,2,0,nothing,-1.0753040947615902
63,6,25,90,5,1,0,down,0.33556525696009226
64,40,34,105,6,-1,0,down,-0.008816849181295192
64,35,34,105,6,0,0,down,-0.00005994047388885606
64,30,34,105,6,-1,0,release,-0.00010860232200453297
64,25,34,105,6,0,0,up,-0.0004675289247244191
64,20,34,105,6,2,0,nothing,-0.00006551822087445659
64,15,34,105,6,2,0,down,-0.058550000000000005
64,11,34,105,6,1,0,nothing,-0.8356795431125773
64,6,34,105,6,1,0,down,-0.19601999667187003
63,35,25,90,6,0,0,down,-0.00005062853353771127
63,36,25,90,5,1,0,up,-0.000004010472618330429
63,21,25,90,5,1,0,nothing,-0.07452531094001148
63,16,25,90,5,0,0,up,-0.9715233605
62,31,34,105,6,1,0,release,-0.0001082233942710519
63,31,25,90,5,2,0,nothing,-0.000026595703151623175
63,40,17,105,4,0,0,down,-0.007623970498748382
63,37,17,105,4,-1,0,release,-2.003714878114557e-7
63,32,17,105,4,0,0,up,-0.00004735586314510402
63,27,17,105,4,2,0,nothing,-0.00043090056831899604
63,23,17,105,4,2,0,nothing,-0.00004683009422655425
63,18,17,105,4,2,0,nothing,0.01099919939432068
64,13,17,105,4,2,0,down,-0.003114610309920338
64,8,17,105,4,1,0,release,-0.401
64,3,17,105,4,1,0,up,0.9782250507224339
64,-1,17,105,4,1,0,down,-0.0045498374312571786
64,34,51,105,6,1,0,release,-0.00007334793704111777
64,29,51,105,6,0,0,up,-0.0005061437158434109
64,24,51,105,6,2,0,nothing,-0.0008594062591148603
64,15,51,105,6,2,0,up,0.009906941289114991
64,10,51,105,6,2,0,up,-0.34901360002454085
64,5,51,105,6,1,0,up,-0.6288102037345239
64,0,51,105,6,1,0,down,-2.1575815657086057
64,-5,51,105,6,1,0,nothing,0.9979533209251028
64,-10,51,105,6,1,0,up,-0.00794711624152709
64,40,25,90,6,-1,0,nothing,-0.010512218038990375
64,40,25,90,6,-1,0,down,-0.005767714502535773
64,40,25,90,6,-1,0,release,-0.0008052571919392189
64,40,25,90,6,0,0,nothing,-0.000020656110327195676
64,40,25,90,6,0,0,up,-0.007846723257924015
64,40,25,90,6,2,0,nothing,-0.010462747564593769
65,37,25,90,6,2,0,down,-0.000050000000000000016
65,32,25,90,6,1,0,nothing,-0.0005855000000000002
65,27,25,90,6,1,0,up,-0.000895470302051434
65,22,25,90,6,-1,0,down,-0.05450000000000001
65,18,25,90,6,-1,0,release,-0.095
65,13,25,90,6,0,0,up,-1.355
63,29,25,90,6,0,0,up,-0.00043922288750023836
63,19,25,90,6,1,0,release,-0.23427950000000003
62,33,25,90,6,0,0,nothing,-0.000025391596633277303
62,24,25,90,6,2,0,down,-0.020475500000000008
62,19,25,90,6,1,0,release,-0.17195000000000002
62,32,34,105,6,2,0,up,-0.00003454876585249391
62,27,34,105,6,2,0,down,-0.0020475500000000004
63,38,25,90,6,-1,0,nothing,-7.025198224152144e-8
63,33,25,90,6,-1,0,nothing,-0.00007627107791467545
63,28,25,90,6,-1,0,down,-0.00020401056208105102
63,23,25,90,6,-1,0,nothing,-0.020475500000000008
63,18,25,90,6,-1,0,nothing,-0.17195000000000002
63,38,25,90,5,1,0,down,-0.0000026440489531515914
63,33,25,90,5,-1,0,release,-0.00003102663184445051
63,18,25,90,5,2,0,up,0.0057388217548549215
63,37,51,105,6,0,0,nothing,-6.868406873463647e-7
63,32,51,105,6,0,0,down,-0.000038391020325262434
63,27,51,105,6,-1,0,release,-0.00047493136594591967
63,22,51,105,6,0,0,nothing,-0.003839325576147019
63,13,51,105,6,0,0,up,-1.7195
62,30,25,90,5,2,0,nothing,-0.00035717217166027096
63,16,25,90,5,1,0,up,-0.582243151955
63,11,25,90,5,1,0,up,-1.6433903124609182
63,2,51,105,6,1,0,release,0.9053930163930933
63,3,25,90,5,1,0,down,-0.36936944466929544
63,40,34,105,5,1,0,up,-0.007256605033553553
63,40,34,105,5,2,0,up,-0.004844496364844554
63,36,34,105,5,2,0,up,-4.010099349731617e-8
63,31,34,105,5,1,0,up,0.0000011550628597862717
63,26,34,105,5,1,0,nothing,-0.004990910099900001
63,21,34,105,5,1,0,up,0.0002089989000000515
63,16,34,105,5,1,0,up,-0.008609083860685101
63,-3,34,105,5,1,0,release,-0.009880544435760056
63,40,17,105,4,0,0,nothing,-0.00004681065907161621
63,35,17,105,4,2,0,up,-0.00000401275985406422
63,20,17,105,4,1,0,up,-0.018327950002247503
64,10,17,105,4,1,0,up,-0.08833501106075964
62,35,17,105,5,2,0,down,-0.00004999100990000001
62,30,17,105,5,1,0,release,-0.00008604418100641098
62,25,17,105,5,1,0,down,-0.0017195000000000003
62,20,17,105,5,1,0,release,-0.06842795000000002
63,15,17,105,5,1,0,up,-0.936205664441
63,26,17,105,4,-1,0,down,-0.00020002270432968228
63,21,17,105,4,-1,0,release,-0.007021433878252393
63,17,17,105,4,0,0,down,-0.095
63,12,17,105,4,-1,0,release,-2.6085155
63,5,34,105,6,1,0,release,-0.1960209900406291
62,37,34,105,6,2,0,up,-0.0000035745736692961373
62,32,34,105,6,2,0,nothing,-0.00009876297208707971
62,27,34,105,6,2,0,up,-0.0006712339641291699
62,22,34,105,6,1,0,down,-0.013914500000000003
62,18,34,105,6,1,0,release,-0.09905000000000001
63,8,34,105,6,1,0,down,-1.1893739454724854
62,29,25,90,4,-1,0,release,-0.00021073646235780227
62,24,25,90,4,0,0,down,-0.013550000000000003
62,19,25,90,4,-1,0,nothing,-0.17195000000000002
62,25,34,105,6,0,0,down,-0.0009342523777765837
63,6,34,105,6,2,0,up,0.3782518024513236
63,-4,34,105,6,2,0,nothing,-0.00632769385697197
63,30,25,90,6,0,0,nothing,-0.00007034838558877248
63,36,25,90,5,2,0,up,-0.0000010825196106103726
63,26,25,90,5,1,0,nothing,-0.007093665829041317
64,21,25,90,5,1,0,down,-0.05450000000000001
64,16,25,90,5,1,0,nothing,-0.609414845
64,11,25,90,5,1,0,down,-1.037718884452958
62,28,25,90,6,0,0,up,-0.0003272813061474043
63,36,25,90,6,0,0,down,-0.000032761374789238266
63,31,25,90,6,-1,0,release,-0.0002476284027645207
63,26,25,90,6,0,0,up,0.00004880188231721003
63,35,17,105,5,0,0,nothing,-0.0000497502141721717
63,30,17,105,5,0,0,up,-0.0004994092096845522
64,25,17,105,5,2,0,nothing,0.00009019792845370697
64,20,17,105,5,2,0,up,0.0009353129529945262
64,15,17,105,5,2,0,up,0.009283222648389516
64,11,17,105,5,2,0,nothing,0.09456261824930183
64,6,17,105,5,1,0,down,-0.24817919
64,1,17,105,5,1,0,nothing,-0.003701900330368258
64,40,25,90,5,-1,0,down,-0.00951658342533301
64,37,25,90,5,-1,0,nothing,-1.6882467754328823e-9
64,32,25,90,5,-1,0,up,-0.00010655752805198155
64,27,25,90,5,-1,0,nothing,-0.0020475500000000004
64,22,25,90,5,-1,0,down,-0.020475500000000008
64,18,25,90,5,-1,0,nothing,-0.17195000000000002
