velocity,distance,width,jumpVelocity,action,q_value
26,5,17,0,do_nothing,-0.010000000000000002
25,5,17,0,do_nothing,-0.010000000000000002
24,5,17,0,duck,0.038449000000000004
22,5,17,0,jump,0.03699100000000001
21,5,17,0,duck,0.0199
20,5,17,0,duck,0.019981000000000006
18,5,17,0,duck,1.01881
17,5,17,0,do_nothing,1.009981
16,5,17,0,duck,0.010000000000000002
15,5,17,0,duck,0.019000000000000003
13,5,17,0,duck,1.0090000000000001
28,6,51,0,duck,-0.04660279984164683
29,6,34,0,duck,-0.010000000000000002
28,6,34,0,do_nothing,1.0859317213773043
27,6,34,0,duck,-0.024901120783900003
25,6,34,0,jump,0.007613136692000001
15,6,34,0,jump,0.0126658
26,6,34,0,duck,-0.015830663581
20,6,34,0,do_nothing,0.013526676100000003
26,6,25,0,duck,-0.016588639000000002
23,6,51,0,jump,0.024813652505742106
-6,6,51,1,jump,3.6683989501047276
28,6,34,-1,duck,-0.05411264428707886
25,6,34,-1,duck,-0.008209
21,6,34,-1,jump,0.17106615609356451
16,6,34,-1,do_nothing,0.10872170184135091
7,6,34,1,jump,13.3286931940543
1,6,34,1,jump,11.43577110905815
-3,6,34,1,duck,6.628446521346994
-3,6,34,0,do_nothing,6.096286495154161
-4,6,34,0,do_nothing,-0.007026878560247127
29,5,25,0,duck,-0.048367242461676674
27,5,25,0,jump,-0.019819000000000003
25,5,25,0,do_nothing,-0.014518180000000002
22,5,25,0,jump,3.0742547530026725
14,5,25,0,do_nothing,0.010900000000000002
29,6,34,0,jump,-0.010900000000000002
15,6,34,0,duck,0.013599437590000003
29,6,25,1,jump,-0.03646520711926792
27,6,25,1,duck,-0.03885605396156341
26,6,25,1,duck,-0.026341932285890053
15,6,25,-1,duck,1.4380049164287259
12,6,25,-1,do_nothing,6.109694271693122
9,6,25,-1,jump,11.728578308881902
5,6,25,-1,jump,7.469265966761916
4,6,25,-1,duck,11.695972735805222
3,6,25,-1,jump,11.741412071742827
2,6,25,-1,do_nothing,11.82164932135649
0,6,25,-1,do_nothing,9.958417515067334
27,6,34,-1,duck,-0.04725503613286731
26,6,34,-1,jump,1.066925198541989
-5,6,34,1,duck,-0.031795291171095634
28,6,25,-1,duck,-0.07195334830895249
27,6,25,-1,jump,1.963744213777496
26,6,25,-1,jump,2.990885395796985
25,6,25,-1,duck,2.999602465481781
22,6,25,-1,duck,3.1996619348268247
12,6,25,1,do_nothing,12.785726949614595
4,6,25,1,jump,19.256318627090746
25,6,25,0,duck,-0.006671539000000001
28,6,51,-1,do_nothing,-0.045524587836558064
26,6,51,-1,do_nothing,-0.026883445924765565
25,6,51,-1,do_nothing,-0.016399
23,6,51,-1,duck,1.1283011805446241
20,6,51,-1,do_nothing,1.132785561858894
11,6,51,1,jump,9.110059822981203
10,6,51,1,do_nothing,9.721045676196406
6,6,51,1,duck,8.362937056612019
1,6,51,1,jump,12.594613476993757
-7,6,51,-1,do_nothing,0.2881185502073124
26,5,25,0,duck,-0.010732249000000001
19,5,25,0,jump,0.0126934291
24,6,51,0,jump,0.014122414900000003
16,5,25,1,jump,0.011710000000000002
0,5,25,0,duck,7.664599300404382
-1,5,25,0,do_nothing,7.259031024075581
-2,5,25,0,jump,5.414677344705668
-3,5,25,0,jump,-0.002520268839566234
27,5,25,0,do_nothing,0.041375471427351485
26,5,25,0,jump,-0.022416333963032966
21,5,25,-1,duck,0.013512759490000002
-3,5,25,1,do_nothing,-0.039831973699678364
25,6,34,-1,do_nothing,1.0664756200592804
28,6,34,-1,jump,-0.04937222265360643
26,6,34,-1,duck,-0.024145298947103214
25,6,34,1,duck,3.124995549951813
29,5,25,1,do_nothing,3.4890024671158013
28,5,25,1,jump,5.023933626192956
23,5,25,1,jump,0.011944090000000003
16,6,34,0,duck,0.013599437590000003
17,5,25,0,do_nothing,2.0185819090831005
-5,6,34,1,do_nothing,-0.04945061817912744
30,5,17,1,jump,-0.29831795755140555
30,5,17,-1,do_nothing,-0.3164922719695959
30,5,17,-1,duck,-0.34665831994477314
30,5,17,-1,jump,-0.3431314576289736
29,5,17,1,duck,-0.019000000000000003
28,5,17,1,jump,-0.010000000000000002
26,5,17,1,jump,-0.010000000000000002
25,5,17,1,duck,-0.010000000000000002
24,5,17,1,do_nothing,1.0294084369
23,5,17,1,jump,2.9919166743790004
22,5,17,1,duck,2.8359231759999997
20,5,17,1,duck,1.9252729
19,5,17,0,duck,1.011601
16,5,17,0,jump,1.00981
29,6,25,-1,do_nothing,-0.0565675421381021
-3,6,25,-1,do_nothing,-0.027786996479540495
29,6,51,-1,jump,-0.04330350357648411
28,6,51,-1,duck,-0.04798228942590563
27,6,51,1,do_nothing,-0.054147329583855264
26,6,51,1,do_nothing,1.0849426759709786
23,6,51,1,jump,2.291626869593159
18,6,51,1,do_nothing,6.502660058577223
16,6,51,1,jump,6.762238761931775
14,6,51,1,jump,0.010000000000000002
13,6,51,1,do_nothing,8.75902474847197
29,6,25,0,jump,-0.019216055605896103
23,6,25,0,jump,0.012896754490000002
29,6,51,-1,duck,-0.04937044115283739
26,6,51,-1,jump,-0.023537451197664105
15,6,51,1,jump,0.010000000000000002
15,6,51,1,do_nothing,8.250153045561266
14,6,51,1,do_nothing,8.864103887713696
21,6,25,0,duck,0.014987745190000002
20,6,25,0,jump,0.026841475565038006
19,6,25,0,jump,0.014828903380000003
28,4,25,-1,duck,-0.0397452260338946
25,4,25,-1,jump,-0.005530707953130671
2,4,25,1,duck,8.021789871426533
-3,4,25,1,duck,0.7484552743343929
28,4,17,0,jump,-0.019000000000000003
27,4,17,-1,jump,-0.022351049384750514
26,4,17,-1,duck,-0.024904076474221028
22,4,17,-1,do_nothing,1.1880160327300977
21,4,17,-1,do_nothing,0.011791000000000003
-1,4,17,1,jump,4.230503498868629
-2,4,17,1,jump,-0.072645032914078
29,3,17,0,duck,-0.03771271
28,3,17,0,duck,-0.028000000000000004
27,3,17,0,jump,-0.010000000000000002
25,3,17,0,duck,-0.008209
30,5,17,0,jump,-0.13544814216254988
29,5,17,0,duck,-0.010000000000000002
28,5,17,0,duck,-0.010000000000000002
27,5,17,0,jump,-0.010000000000000002
26,5,17,0,duck,-0.009117100000000001
23,5,17,0,do_nothing,0.010900000000000002
21,5,17,-1,jump,0.04966185106000001
19,5,17,-1,jump,0.05801799898000001
18,5,17,-1,jump,1.0419981049
17,5,17,-1,jump,0.019000000000000003
16,5,17,-1,do_nothing,0.029926990000000007
14,5,17,-1,duck,1.0388656081
13,5,17,-1,duck,1.036451881
12,5,17,-1,do_nothing,2.1834599374900003
11,5,17,-1,jump,0.029701000000000005
9,5,17,-1,jump,1.9098100000000002
8,5,17,-1,do_nothing,1.0998100000000002
7,5,17,-1,do_nothing,1.9081000000000001
5,5,17,1,do_nothing,5.6161243270000005
4,5,17,1,jump,3.9468871000000005
3,5,17,1,jump,4.878344980000001
2,5,17,1,duck,4.565682924130421
0,5,17,1,do_nothing,4.567399731030136
-1,5,17,1,do_nothing,2.3223816098341823
-2,5,17,1,do_nothing,-0.018460802016374483
29,4,25,1,do_nothing,-0.037710902728000005
28,4,25,1,do_nothing,-0.029811765782800002
27,4,25,0,do_nothing,-0.022956605441479906
17,4,25,-1,duck,0.013433378680000004
12,4,25,-1,duck,0.011710000000000002
9,4,25,-1,jump,2.010088428571
29,4,17,0,do_nothing,0.0083893545691741
28,4,17,0,duck,-0.018843582610000003
26,4,17,0,do_nothing,-0.010000000000000002
25,4,17,0,do_nothing,-0.010000000000000002
24,4,17,0,duck,0.010000000000000002
23,4,17,0,do_nothing,0.04531852000000001
22,4,17,0,duck,0.035119000000000004
20,4,17,0,duck,0.0199
19,4,17,0,do_nothing,0.0199
18,4,17,0,do_nothing,1.01881
17,4,17,0,do_nothing,1.0990000000000002
29,6,25,1,duck,0.9701491080569083
28,6,25,1,duck,-0.047304280369
27,6,25,1,do_nothing,-0.03704059742767329
25,6,25,1,duck,-0.013003245100000001
29,6,51,1,jump,-0.07005131175761554
27,6,51,1,jump,0.9484447679154767
26,6,51,1,jump,-0.04108420028716889
25,6,51,1,duck,1.0511438113742118
25,6,51,-1,jump,0.03854261491622684
8,5,25,-1,jump,10.450443716446356
7,5,25,-1,do_nothing,9.580579988610754
6,5,25,-1,duck,10.937713248777463
26,6,25,-1,do_nothing,-0.029451543596861685
-1,6,25,0,do_nothing,5.892963415888883
-2,6,25,0,jump,5.559629365318396
-3,6,25,0,duck,0.14605865212258579
26,6,34,0,do_nothing,1.0921234761672778
1,6,34,1,do_nothing,1.4361648643
30,5,34,1,duck,0.9222470381731213
30,5,34,1,jump,-0.10466174574128355
30,5,34,1,do_nothing,-0.10383767004289224
30,5,34,0,do_nothing,0.5379768257207416
30,5,34,0,duck,-0.0177537024542335
30,5,34,0,jump,-0.17396371923651052
28,5,34,0,do_nothing,-0.010000000000000002
27,5,34,0,jump,-0.010000000000000002
26,5,34,0,jump,-0.010000000000000002
25,5,34,0,duck,0.0019000000000000006
23,5,34,0,duck,0.020710000000000003
22,5,34,0,do_nothing,0.028000000000000004
21,5,34,0,jump,0.019000000000000003
20,5,34,-1,duck,0.019000000000000003
18,5,34,-1,duck,1.0213849900000003
17,5,34,-1,jump,1.0293967000000002
16,5,34,-1,do_nothing,1.1176219
15,5,34,-1,do_nothing,0.028081000000000002
13,5,34,-1,do_nothing,2.00956231
12,5,34,-1,jump,2.0002141
11,5,34,-1,duck,1.018
10,5,34,-1,do_nothing,1.0099
9,5,34,-1,do_nothing,1.0099
8,5,34,-1,jump,1.1961977320000001
7,5,34,-1,jump,0.010000000000000002
5,5,34,-1,jump,0.010000000000000002
4,5,34,1,jump,3.7785610000000003
3,5,34,1,do_nothing,3.123919
2,5,34,1,do_nothing,3.8681551
0,5,34,1,do_nothing,3.959353
-1,5,34,1,do_nothing,4.11463
-2,5,34,1,do_nothing,4.3471
-3,5,34,1,do_nothing,-0.04238194750600473
24,6,25,-1,do_nothing,0.014737593943000003
2,6,25,0,duck,4.5611796249128504
0,6,25,0,do_nothing,4.502102713474986
28,4,17,0,do_nothing,0.02347185726369631
27,4,17,0,jump,-0.0209497892329
27,4,17,-1,duck,-0.027144281861564
5,4,17,1,do_nothing,11.747937672042749
2,4,17,1,jump,10.255684416966622
27,6,34,1,jump,-0.0466788898442911
27,6,34,1,do_nothing,-0.04624722665248513
27,6,51,-1,duck,-0.03645579046971627
14,6,51,-1,do_nothing,0.014056075900000001
28,6,51,1,do_nothing,-0.07308470591458373
25,6,51,1,jump,0.0023911146808564872
19,6,51,-1,jump,0.014308026246100003
-6,6,51,1,duck,1.0782784752669565
18,5,25,1,jump,0.0135511773862069
1,5,25,-1,do_nothing,10.549617747530041
0,5,25,-1,duck,11.634907707898373
-1,5,25,-1,duck,7.850470722432368
-3,5,25,-1,duck,-0.15711373687379218
27,6,25,1,jump,3.106931903736058
26,6,25,1,jump,-0.026420797185386608
13,5,25,-1,do_nothing,0.013519748274490002
0,5,25,1,duck,1.5322405582206937
-4,6,34,0,duck,0.9907207321522696
22,6,34,1,do_nothing,6.5614088350006545
30,5,34,-1,do_nothing,-0.17291379640679683
30,5,34,-1,jump,-0.1815378652209558
30,5,34,-1,duck,-0.18209306240276912
28,5,34,0,duck,-0.010000000000000002
27,5,34,0,duck,-0.010000000000000002
26,5,34,0,do_nothing,-0.010000000000000002
20,5,34,0,do_nothing,0.010000000000000002
19,5,34,0,duck,0.010000000000000002
17,5,34,0,do_nothing,0.010000000000000002
29,4,25,1,duck,0.05388291532236632
26,4,25,1,do_nothing,-0.019000000000000003
25,4,25,1,jump,-0.006104710000000001
23,4,25,1,do_nothing,5.870793797573425
28,6,51,1,jump,-0.0654340267366311
18,6,51,-1,duck,0.014792571061741
3,6,51,-1,duck,0.011791000000000003
1,6,51,1,do_nothing,0.21115776323017005
-6,6,51,1,do_nothing,1.066648482769821
29,4,25,1,jump,-0.03872422491040001
27,4,25,1,duck,-0.020547578224900005
26,4,25,1,jump,3.0395761634176686
29,6,34,1,jump,-0.04217084405042059
27,4,25,-1,do_nothing,-0.03378914117955848
24,4,25,-1,duck,0.015165336880000003
14,4,25,1,jump,6.518565552889813
23,6,51,0,do_nothing,0.017056607582699737
29,4,17,-1,duck,-0.04696174452736901
27,4,17,-1,do_nothing,0.9791647985165923
21,4,17,-1,jump,0.013526676100000003
-2,4,17,1,duck,-0.05070183533801058
6,6,34,-1,jump,3.6304972437343204
29,5,17,1,jump,1.081
28,5,17,-1,duck,-0.010000000000000002
27,5,17,-1,jump,-0.010000000000000002
25,5,17,-1,jump,0.06705056106820001
24,5,17,-1,jump,0.059457926341
23,5,17,-1,do_nothing,0.039430890100000004
22,5,17,-1,do_nothing,0.022584209509000003
20,5,17,-1,do_nothing,0.052588378549
15,5,17,-1,duck,1.0324417330000002
11,5,17,1,jump,1.03740841
10,5,17,1,jump,2.649077406181
9,5,17,1,jump,4.979468936709999
8,5,17,1,do_nothing,2.7570369860119
7,5,17,1,duck,6.654679370119
-2,5,17,1,duck,-0.040728779418496244
23,5,25,-1,jump,0.017165544897282333
9,5,25,-1,do_nothing,9.51849557425242
4,5,25,1,do_nothing,2.9887544661142424
1,5,25,1,duck,1.593308088654875
27,4,17,0,duck,-0.019000000000000003
25,4,17,0,duck,-0.0091
24,4,17,0,do_nothing,0.05226966550000001
27,5,25,1,jump,5.428832197156918
29,5,17,-1,do_nothing,-0.010000000000000002
28,5,17,-1,do_nothing,-0.010000000000000002
26,5,17,-1,jump,-0.0091
21,5,17,1,do_nothing,2.10070918
19,5,17,1,do_nothing,2.0062
17,5,17,1,duck,2.0807929000000005
16,5,17,1,do_nothing,2.08891892449
15,5,17,1,do_nothing,1.99980829
14,5,17,1,do_nothing,2.9720938798
13,5,17,1,jump,2.82127069072
6,5,17,0,do_nothing,2.962
5,5,17,0,jump,1.9900000000000002
4,5,17,0,jump,2.8081
2,5,17,0,jump,2.9539000000000004
1,5,17,0,jump,1.9900000000000002
0,5,17,0,jump,2.71
-1,5,17,0,do_nothing,-0.01829159137885771
16,5,25,-1,duck,0.015469478907963888
12,5,25,-1,do_nothing,0.01334108370789635
2,5,25,1,do_nothing,1.5387085454035185
1,5,25,1,jump,1.3166232555596533
-4,5,25,1,duck,-0.03289849215832093
24,6,34,-1,duck,0.017345842501495522
-2,6,34,-1,do_nothing,10.678365896096288
-4,6,34,-1,do_nothing,-0.03007986372098183
29,4,25,-1,jump,-0.020745387028800376
27,4,25,-1,duck,-0.028296360288003704
13,4,25,1,jump,0.012090793960000002
28,6,25,1,jump,-0.048227126430503336
29,5,17,0,do_nothing,0.03913636267520001
27,5,17,0,duck,-0.018134200000000003
25,5,17,0,jump,0.0031319000000000017
27,4,25,1,do_nothing,2.0725002090590134
26,4,25,1,duck,-0.018876880000000006
-3,6,25,1,duck,-0.1109997318024063
27,3,17,0,do_nothing,-0.0199
26,3,17,0,duck,-0.016844836069000002
25,3,17,0,jump,0.03421743931
18,3,17,-1,do_nothing,0.032120551000000004
-2,3,17,1,duck,0.007685822213590116
29,5,17,1,do_nothing,-0.019000000000000003
27,5,17,1,duck,-0.010000000000000002
26,5,17,1,do_nothing,1.89356041
25,5,17,1,jump,-0.0091
27,5,25,1,do_nothing,-0.0519959096186426
25,5,25,1,jump,0.006698942256503682
23,5,25,1,duck,0.03051057249193813
14,5,25,1,duck,1.2813168568976039
29,6,51,-1,do_nothing,-0.04525211886658786
23,4,25,0,do_nothing,0.011944090000000003
29,4,17,-1,jump,0.041678391750193486
23,4,17,1,jump,4.444007469411179
29,6,25,0,duck,-0.014203574221194845
20,6,25,0,do_nothing,0.014819286659860001
5,4,25,-1,jump,5.163231652968513
-4,6,34,-1,duck,5.837242395044818
-5,6,34,-1,duck,-0.1870243288624141
28,5,17,0,jump,-0.010000000000000002
26,5,17,-1,do_nothing,-0.008209
6,5,17,1,jump,4.5241967800000005
1,5,17,1,duck,4.184658241304205
11,6,34,1,duck,0.03245423548317016
-5,6,34,-1,jump,-0.18879934458601239
1,6,51,0,duck,10.508126032157703
0,6,51,0,jump,11.16137086958781
-1,6,51,0,do_nothing,11.779757720679788
-2,6,51,0,duck,11.610575815507211
-4,6,51,0,duck,12.601909035744299
5,6,34,1,do_nothing,1.546626445153094
-2,6,34,0,do_nothing,10.246287033429056
-5,6,34,0,do_nothing,-0.013969680505144636
3,6,25,1,jump,3.3621101530195423
16,6,34,-1,duck,0.017714047109498556
9,6,34,-1,jump,3.4078687875524825
27,4,17,0,do_nothing,-0.0076747617602900015
25,4,17,0,jump,0.007587718649000002
19,6,34,-1,do_nothing,0.02042723949967303
-5,6,34,-1,do_nothing,-0.1264433233201173
28,4,17,-1,do_nothing,-0.039603451836516805
28,4,17,-1,jump,1.870803404965835
14,4,17,1,jump,7.416172730982018
3,4,17,1,jump,1.2125698480000002
0,4,17,-1,duck,2.8708045270627602
-1,4,17,-1,jump,2.909025624405468
-2,4,17,-1,do_nothing,-0.07667041592900908
19,4,17,1,do_nothing,4.082743230064602
7,4,17,0,jump,6.827927190896783
6,4,17,-1,do_nothing,3.6197456403140316
5,4,17,-1,jump,1
4,4,17,-1,do_nothing,1.9
2,4,17,-1,jump,2.9998335166692085
1,4,17,-1,duck,3.2065454375375975
4,5,25,0,duck,10.210783856830389
3,5,25,0,jump,7.338838101680292
1,5,25,0,jump,6.645078438319926
29,5,34,0,do_nothing,0.0181
28,5,34,0,jump,-0.019000000000000003
26,5,34,-1,duck,-0.010000000000000002
25,5,34,-1,jump,-0.010000000000000002
24,5,34,-1,do_nothing,-0.010000000000000002
23,5,34,-1,duck,1.0278650710000001
22,5,34,-1,duck,1.02129751
21,5,34,-1,duck,1.0277929000000001
19,5,34,-1,jump,1.02051019
14,5,34,-1,jump,2.00061019
10,5,34,1,do_nothing,2.005471
8,5,34,1,do_nothing,2.0791000000000004
7,5,34,1,do_nothing,3.1400663500000006
6,5,34,1,do_nothing,1.990081
5,5,34,1,do_nothing,3.9401074000000005
1,5,34,1,jump,1.09
-3,5,34,1,jump,2.71
-4,5,34,1,do_nothing,-0.03104182331400255
-2,5,25,-1,do_nothing,4.893817202899435
-3,5,25,-1,jump,-0.14266543941028362
19,5,25,1,duck,0.02076547335937409
24,3,17,0,duck,0.013367243800000001
26,4,17,0,duck,-0.006386241781
21,5,25,1,do_nothing,0.017632905752701346
24,6,25,-1,duck,0.01546985576855984
4,6,25,0,do_nothing,1.9981
3,6,25,0,do_nothing,3.345364057786245
1,6,25,0,do_nothing,3.4216380650792093
5,6,34,1,duck,1.7908249099070113
2,6,34,1,duck,1.7499687210804424
3,6,34,0,jump,8.011196159714821
24,6,51,0,duck,0.02107363942112697
-2,6,25,-1,duck,-0.06508975728181104
29,4,17,0,duck,-0.019235800000000004
8,6,25,-1,duck,12.09669317203802
29,4,25,-1,duck,-0.02171810151288004
29,3,17,1,jump,-0.0199
28,3,17,1,do_nothing,-0.027021592900000002
27,3,17,1,do_nothing,0.9983782810972
26,3,17,1,do_nothing,1.2461005951930002
17,3,17,1,duck,2.98045909
28,5,17,0,do_nothing,0.03223903519
26,5,17,0,jump,-0.013055077000000002
11,5,17,-1,do_nothing,2.8030562029
10,5,17,-1,do_nothing,2.07704908
17,6,25,-1,duck,0.0171030053944477
11,6,51,-1,jump,0.014964750446518002
3,6,51,1,duck,1.1079076952628728
2,6,51,1,duck,1.1947962006302764
22,5,25,1,do_nothing,0.018545974427021574
5,5,25,-1,do_nothing,7.759002408302458
4,5,25,-1,jump,9.267854374889339
3,5,25,-1,jump,8.024852261666567
2,5,25,-1,jump,7.460097240934157
-3,5,25,-1,do_nothing,-0.149600788648923
11,4,17,1,do_nothing,1.1829411630774118
3,4,17,1,do_nothing,1.2813128632000002
8,5,25,1,jump,1.5055416343330013
16,6,25,-1,duck,0.021541068166457962
29,3,17,1,do_nothing,-0.020710000000000003
28,3,17,1,jump,-0.019819000000000003
27,3,17,1,jump,-0.017209000000000002
25,3,17,1,jump,3.7078827708870103
-4,6,34,0,jump,2.1380781641390896
27,6,51,-1,jump,-0.040037856208640824
20,6,51,-1,duck,0.01772156236167378
-7,6,51,-1,duck,-0.06371147199843835
3,5,25,1,do_nothing,1.9925641578848297
28,4,25,1,duck,-0.03593583985589197
26,4,17,0,jump,-0.008711655124600001
21,6,34,-1,duck,0.02374924221329178
-7,6,51,-1,jump,-0.10497355421600711
28,4,17,1,do_nothing,-0.029687149000000003
27,4,17,1,do_nothing,-0.027188449610549503
26,4,17,1,duck,-0.012556910859535
28,3,17,-1,duck,-0.010000000000000002
27,3,17,-1,duck,-0.010000000000000002
26,3,17,-1,do_nothing,-0.0091
23,3,17,-1,duck,0.010000000000000002
22,3,17,-1,duck,0.0199
21,3,17,-1,duck,0.019988290000000002
20,3,17,-1,jump,1.0213542910000002
8,3,17,1,jump,3.1183435285390004
7,3,17,1,duck,2.8
6,3,17,1,jump,1.9
4,3,17,1,do_nothing,2.2569841000000004
22,6,51,1,duck,0.016651161435014095
17,5,17,-1,do_nothing,0.012890259100000002
-2,5,17,1,jump,-0.029318467027466544
19,6,25,-1,duck,0.022767658921669983
-4,6,25,1,jump,-0.05580525298376841
3,6,51,1,jump,1.2315980665624366
-3,6,51,0,do_nothing,11.643796344512715
-7,6,51,0,duck,0.34398050511069933
18,4,17,-1,duck,0.014448627820000002
27,3,17,-1,do_nothing,-0.010000000000000002
26,3,17,-1,duck,2.156266027235621
5,3,17,1,jump,1.1807038
28,5,17,1,duck,-0.010000000000000002
26,5,17,1,duck,-0.010000000000000002
25,5,17,1,do_nothing,1.1745182256679
20,5,17,1,jump,0.011791000000000003
17,6,51,-1,duck,0.018486683260931818
13,6,51,-1,do_nothing,0.013003292121501808
29,5,34,-1,do_nothing,-0.010000000000000002
28,5,34,-1,jump,-0.010000000000000002
26,5,34,-1,do_nothing,-0.010000000000000002
25,5,34,-1,do_nothing,-0.010000000000000002
24,5,34,-1,jump,0.021608290000000002
20,5,34,1,do_nothing,1.9998010000000002
19,5,34,1,jump,0.010000000000000002
18,5,34,1,jump,1.9997200000000002
17,5,34,1,duck,1.9081000000000001
15,5,34,1,do_nothing,1.1071
14,5,34,1,duck,1.9900000000000002
13,5,34,1,jump,1.9
11,5,34,1,duck,1.0017099999999999
9,5,34,1,do_nothing,1.9997200000000004
3,5,34,-1,duck,1
1,5,34,-1,jump,1
0,5,34,-1,do_nothing,1
-1,5,34,-1,do_nothing,1
-2,5,34,-1,jump,1
-4,5,34,-1,do_nothing,1
-5,5,34,-1,jump,-0.04520683852744715
28,4,25,1,jump,2.0490209769477232
25,4,25,1,do_nothing,-0.0058370689567
27,5,34,-1,jump,-0.010000000000000002
26,5,34,-1,jump,-0.009019000000000001
-5,5,34,1,duck,-0.039010507512534404
23,6,34,-1,jump,0.022608979933556594
2,6,34,1,do_nothing,1
0,6,34,0,do_nothing,6.869475621636981
-1,6,34,0,duck,7.991346232141702
-5,6,34,0,duck,0.1162194577546788
20,6,51,1,jump,0.019194008209870786
9,6,51,0,duck,8.055971592903743
8,6,51,0,duck,8.374101078590487
6,6,51,0,duck,7.8207079574609555
5,6,51,0,duck,8.53369762412332
4,6,51,0,duck,8.478433541534814
2,6,51,0,jump,9.550947330875841
29,5,17,-1,duck,-0.010000000000000002
27,5,17,-1,do_nothing,-0.010000000000000002
26,5,17,-1,duck,-0.005609240200000001
-2,5,17,0,do_nothing,0.07412612029928536
-2,4,17,-1,jump,-0.023763263287460222
2,6,25,1,do_nothing,1.9746948450377553
1,6,25,1,jump,2.3040823412062177
-2,4,25,-1,do_nothing,4.5749362111531475
-3,4,25,-1,jump,-0.059355489061262326
5,6,51,1,jump,1.49542357593685
-1,6,51,-1,jump,3.8999211539477807
-3,6,51,-1,jump,4.062737901687599
-4,6,51,-1,duck,4.42841568334714
-5,6,51,-1,duck,2.842732876188943
7,4,17,1,do_nothing,1.512663063769335
-2,4,17,-1,duck,-0.057020800766653695
-1,6,25,-1,do_nothing,7.338865107243689
-2,6,25,-1,jump,5.618351869816723
29,4,17,1,do_nothing,-0.0199
29,4,17,1,duck,0.989209
28,4,17,1,duck,-0.0214613295138505
20,5,25,1,jump,0.018206562443940307
10,5,25,0,jump,5.733177527345345
2,6,34,0,duck,6.98576113451467
1,6,34,0,do_nothing,6.268325400711859
0,4,17,-1,jump,1.161824074356484
25,4,25,-1,do_nothing,0.011612434043713076
16,4,25,1,duck,7.052865127028461
7,4,25,0,jump,6.0152825354689
1,4,25,-1,jump,2.571296672347514
0,4,25,-1,jump,8.067393373597046
-1,4,25,-1,do_nothing,6.066392346659121
-3,4,25,-1,duck,0.28627104420945615
-4,4,25,-1,do_nothing,-0.06834515067324871
27,3,17,1,duck,-0.0171361
-6,6,51,-1,jump,1.0633776238459864
-1,4,25,0,duck,2.9622358836249947
-2,4,25,0,duck,2.712358836249946
-3,4,25,0,jump,-0.027964540075487033
8,6,25,-1,jump,1.5424092860535972
1,6,25,-1,do_nothing,10.612340891045495
22,4,17,-1,jump,0.019405479030545618
0,4,17,0,jump,5.25291593695404
3,6,51,0,jump,9.356819217149225
4,4,17,0,duck,3.1391201559456414
3,4,17,0,duck,3.903302544745216
1,4,17,0,duck,5.160804793726242
-1,4,17,0,do_nothing,2.716029716657009
-2,4,17,0,jump,-0.032296831594160566
2,5,25,0,duck,7.6557763067330535
16,4,17,0,do_nothing,1
15,4,17,0,duck,1.9981
13,4,17,0,do_nothing,2.9701000000000004
12,4,17,0,jump,2.8810000000000002
11,4,17,0,do_nothing,1.9981
10,4,17,0,jump,2.1868679449686548
9,4,17,0,do_nothing,3.981286549686544
6,4,17,0,duck,3.8739871
5,4,17,0,duck,3.9127516258264294
2,4,17,0,duck,3.242389180299459
0,6,25,1,do_nothing,1.283370919655149
11,6,51,0,duck,4.806783408007126
10,6,51,0,duck,6.670149724238093
7,6,51,0,do_nothing,7.723527705184807
25,4,25,1,duck,3.505617213511913
12,4,25,0,do_nothing,4.664236284101516
11,4,25,0,jump,3.957048736743382
10,4,25,0,duck,3.981954811112759
8,4,25,0,jump,5.083724063474457
6,4,25,0,do_nothing,4.7990881000000005
5,4,25,0,jump,3.8748485907928
3,4,25,0,do_nothing,4.688675433784001
2,4,25,0,do_nothing,4.233254960010742
1,4,25,0,jump,5.423409336213088
0,4,25,0,do_nothing,1.09
9,6,34,0,do_nothing,6.675956845314025
8,6,34,0,duck,6.204554214468808
6,6,34,0,duck,5.721805061634841
5,6,34,0,do_nothing,4.411697957905226
4,6,34,0,do_nothing,6.744385458094369
16,5,25,1,duck,1.3677145308778045
11,5,25,0,do_nothing,6.073017241963715
9,5,25,0,duck,6.7072608678735905
8,5,25,0,do_nothing,5.893730109934408
7,5,25,0,duck,7.279310023097671
6,5,25,0,jump,6.281025152268742
5,5,25,0,do_nothing,3.8127396914961533
-3,5,25,0,duck,0.9892088185299096
5,5,25,-1,jump,1.3555747891
14,4,17,0,duck,2.1601
8,4,17,0,jump,2.596325059686544
-2,4,17,0,duck,0.04201986688845506
29,5,17,-1,jump,-0.010000000000000002
28,5,17,-1,jump,-0.010000000000000002
27,5,17,-1,duck,-0.00477068003659
18,5,17,1,do_nothing,1.9998001900000002
12,5,17,1,duck,1.1263136203000002
3,5,17,0,duck,2.16739
-1,5,17,0,jump,1.0027303911988439
27,4,25,1,jump,-0.018729953258024026
15,6,34,1,do_nothing,1.3872085641865624
19,6,25,0,do_nothing,2.027211124163507
10,6,34,0,do_nothing,2.500629777764326
8,5,25,1,duck,1.8043414852765096
-4,5,25,0,jump,0.03327017998287936
10,6,25,0,duck,1.9900000000000002
9,6,25,0,jump,3.6662747037314922
8,6,25,0,duck,1
7,6,25,0,jump,2.8891
6,6,25,0,do_nothing,1.981
4,6,34,-1,jump,4.297374449696027
9,4,17,-1,jump,1.9900000000000002
8,4,17,-1,jump,1.9981
