Speed,Time To Collision,Obs Gap,Obs Width,Is Jumping,Is Ducking,Obs Above Ground,Action,Q Value
12,21,6,3,1,0,0,duck_off,0.5
12,11,6,3,0,0,0,do_nothing,0.9500222222222222
12,2,6,3,0,0,0,do_nothing,0.0022222222222222222
12,24,5,3,1,0,0,duck_off,0.5
12,14,5,3,0,0,0,duck_on,0.5
12,4,5,3,0,1,0,duck_off,0.5
12,10,6,5,0,0,0,duck_off,1.3588153957547493
12,30,5,1,0,1,0,do_nothing,-0.01978580550617993
12,14,6,3,0,0,0,do_nothing,0.964
12,-5,6,3,0,0,0,duck_off,0.0022222222222222222
12,28,4,1,1,0,0,duck_off,0.5
12,19,4,1,0,0,0,duck_off,0.5
12,9,4,1,0,0,0,do_nothing,0.9550002
12,-1,4,1,0,0,0,duck_off,0.50002
12,-2,5,2,1,0,0,jump,0.505062850078
12,0,4,2,0,0,0,duck_off,0.95501818
12,17,6,5,0,0,0,jump,0.5
12,7,6,5,1,0,0,duck_on,0.5
12,-3,6,5,1,0,0,jump,-0.019777791146359122
12,-4,6,2,1,0,0,duck_on,-0.01742580068587589
12,27,5,2,0,1,0,do_nothing,0.5
12,18,5,2,0,1,0,duck_on,0.505
12,7,4,1,0,1,0,do_nothing,1.3599999999999999
12,-3,4,1,0,1,0,jump,0.95
12,24,6,2,0,1,0,duck_on,0.5
12,15,6,2,0,1,0,jump,2.1095207899975783
12,5,6,2,0,1,0,duck_off,0.5
12,16,3,1,0,1,0,duck_off,0.5050500000000001
12,19,5,2,0,1,0,duck_on,0.9621960425527383
12,25,5,2,0,0,0,jump,2.145503698824517
12,4,4,2,1,0,0,do_nothing,0.968481035983979
12,-5,6,5,1,0,0,duck_on,-0.019777214632615173
12,5,5,2,1,0,0,duck_on,0.5
12,-4,5,2,0,1,0,do_nothing,0.95
12,28,3,1,0,1,0,do_nothing,0.5
12,19,3,1,0,1,0,duck_on,0.5
12,9,3,1,0,1,0,duck_off,0.5
12,-1,3,1,0,0,0,duck_off,0.50985951
12,4,6,5,1,0,0,duck_off,1.355
12,-5,6,5,1,0,0,jump,-0.010021743813378616
12,14,5,2,0,1,0,duck_off,0.95
12,6,3,1,0,1,0,jump,0.950018
12,16,6,2,0,1,0,jump,0.5
12,7,6,2,0,1,0,do_nothing,0.9550236498927591
12,1,6,5,1,0,0,jump,-0.016551830924929203
12,22,3,1,1,0,0,duck_off,0.5
12,12,3,1,1,0,0,duck_off,0.5
12,3,3,1,1,0,0,duck_on,0.505
12,6,5,1,0,1,0,duck_off,0.0022222222222222222
12,24,6,5,0,0,0,duck_on,0.95
12,14,6,5,0,1,0,do_nothing,0.5
12,5,6,5,0,1,0,do_nothing,0.5
12,-5,6,5,0,1,0,duck_on,-0.0041318450689453445
12,17,4,1,1,0,0,duck_off,0.9550000000000001
12,7,4,1,1,0,0,jump,0.9552374602027542
12,-2,4,1,1,0,0,duck_on,0.9764227732478794
12,25,6,2,0,0,0,duck_on,2.0917920951634454
12,5,6,2,0,1,0,duck_on,0.5000222222222223
12,16,3,1,0,0,0,jump,0.5095500000000001
12,-3,3,1,1,0,0,duck_on,0.5
12,14,6,5,1,0,0,jump,0.5234279500000001
12,-5,6,5,1,0,0,duck_off,0.004222222222222223
12,24,5,2,0,0,0,duck_off,0.5
12,14,5,2,0,0,0,jump,0.49967189551114555
12,26,4,2,1,0,0,do_nothing,0.5
12,17,4,2,1,0,0,duck_off,0.95
12,7,4,2,0,0,0,duck_on,0.5
12,-2,4,2,0,1,0,do_nothing,0.5
12,27,4,1,0,1,0,jump,0.5
12,17,4,1,0,1,0,do_nothing,0.505
12,-2,4,1,0,1,0,do_nothing,0.5
12,26,5,2,0,1,0,do_nothing,0.505
12,7,5,2,0,1,0,do_nothing,0.5
12,-2,5,2,0,1,0,jump,0.5002222143282087
12,21,6,3,0,0,0,do_nothing,0.505
12,28,5,3,0,0,0,duck_off,0.5
12,19,5,3,0,0,0,duck_off,0.5
12,9,5,3,0,0,0,jump,0.5000221756063644
12,10,6,5,1,0,0,do_nothing,0.4998022206126187
12,12,6,3,0,1,0,duck_off,0.5000222222222223
12,16,4,1,0,0,0,do_nothing,0.5
12,6,4,1,0,0,0,duck_on,0.5106217214726988
12,21,5,2,0,0,0,jump,0.5
12,12,5,2,1,0,0,do_nothing,0.5
12,2,5,2,1,0,0,do_nothing,0.5042622631521076
12,5,5,2,0,0,0,duck_on,0.5052092377223878
12,23,6,5,0,0,0,do_nothing,0.51774705465
12,-6,6,5,1,0,0,duck_off,-0.0055992476607177296
12,24,4,2,0,0,0,do_nothing,0.5
12,14,4,2,0,0,0,duck_on,0.5
12,5,4,2,0,1,0,do_nothing,0.500222176178727
12,23,4,2,0,0,0,duck_off,0.5
12,13,4,2,0,0,0,duck_off,0.5
12,3,4,2,0,0,0,jump,0.507621777395194
12,1,6,5,1,0,0,do_nothing,0.0022222222222222222
12,27,6,2,0,0,0,do_nothing,0.95
12,17,6,2,0,0,0,jump,0.964
12,-2,6,2,1,0,0,duck_on,-0.006953794671222997
12,22,4,1,1,0,0,duck_on,0.5
12,12,4,1,1,0,0,duck_on,0.5
12,2,4,1,0,1,0,duck_on,0.50002
12,18,4,2,0,0,0,do_nothing,0.5
12,9,4,2,0,0,0,do_nothing,0.5050002020000001
12,18,6,2,0,0,0,duck_on,0.505
12,16,4,1,0,1,0,do_nothing,0.5095
12,23,5,3,0,1,0,do_nothing,0.5
12,13,5,3,0,1,0,duck_off,0.505
12,-6,5,3,1,0,0,duck_off,0.5038518217985039
12,13,5,2,0,1,0,do_nothing,0.5
12,4,5,2,0,1,0,duck_on,0.507889757209074
12,22,6,5,0,1,0,duck_off,0.5
12,12,6,5,0,0,0,jump,0.9595002222222222
12,3,6,5,1,0,0,jump,0.5
12,-7,6,5,1,0,0,duck_off,-0.01147999802970863
12,30,5,2,1,1,0,duck_off,-0.015538369591719248
12,21,5,1,0,0,0,duck_off,0.5
12,12,5,1,0,0,0,jump,0.5
12,2,5,1,1,0,0,duck_on,0.5140883730152608
12,10,6,5,0,1,0,duck_on,0.5
12,1,6,5,0,1,0,duck_on,-0.01132140014005462
12,26,5,2,0,0,0,jump,0.95513550162
12,16,5,2,1,0,0,duck_on,0.5120420073974741
12,26,6,3,0,1,0,duck_on,0.505
12,7,6,3,0,1,0,duck_off,0.5
12,23,6,3,0,0,0,do_nothing,0.5050500000000001
12,24,6,2,0,0,0,duck_on,0.5
12,14,6,2,0,1,0,duck_off,0.5000222222222223
12,29,6,5,1,0,0,duck_on,0.5
12,20,6,5,0,1,0,jump,0.5135911222222223
12,18,6,3,0,1,0,duck_off,0.5
12,9,6,3,0,0,0,duck_on,0.5
12,1,6,5,1,0,0,duck_off,0.9502780827753783
12,24,4,2,0,1,0,do_nothing,0.5
12,14,4,2,0,1,0,duck_off,0.5
12,4,4,2,0,0,0,jump,0.5050182000000001
12,18,6,5,1,0,0,do_nothing,0.505
12,-1,6,5,1,0,0,do_nothing,-0.01713238635346001
12,9,6,3,0,0,0,jump,0.5000411571760366
12,21,6,2,1,0,0,jump,0.505
12,6,4,1,0,1,0,duck_off,0.5001068144753967
12,14,6,2,1,0,0,duck_on,0.49960818995052503
12,27,3,1,0,0,0,duck_off,0.5
12,17,3,1,0,0,0,duck_on,0.9550000000000001
12,8,3,1,0,1,0,duck_off,0.5
12,-2,3,1,0,0,0,jump,0.513875800878
12,-1,5,2,1,0,0,jump,0.515963614258317
12,27,4,1,0,0,0,duck_off,0.5
12,18,4,1,0,0,0,jump,0.5095002000000001
12,-1,6,2,0,1,0,jump,0.5064350018257614
12,15,6,5,0,1,0,do_nothing,0.5
12,6,6,5,0,1,0,do_nothing,0.5
12,-5,6,5,0,1,0,jump,-0.020000000000000004
12,17,4,2,0,0,0,duck_off,0.5
12,8,4,2,0,0,0,jump,0.5
12,-2,4,2,1,0,0,jump,0.9636132000000002
12,17,6,2,1,0,0,do_nothing,0.962195
12,-2,6,2,0,1,0,jump,0.9668523967796268
12,26,6,3,0,0,0,duck_off,0.505
12,7,6,3,0,0,0,duck_on,0.5
12,20,5,1,0,1,0,duck_off,0.5
12,11,5,1,0,0,0,duck_on,0.5
12,1,5,1,0,1,0,do_nothing,0.5092447602071426
12,23,5,2,0,0,0,do_nothing,0.5
12,13,5,2,0,0,0,do_nothing,0.5
12,4,5,2,0,0,0,jump,0.503815701701784
12,25,5,3,1,0,0,do_nothing,0.5
12,16,5,3,1,0,0,do_nothing,0.505
12,-3,5,3,1,0,0,jump,0.5149366989695382
12,3,6,5,0,0,0,do_nothing,0.5
12,-7,6,5,0,0,0,duck_on,-0.006679715813571738
12,26,6,2,1,0,0,do_nothing,0.9596219500000001
12,7,6,2,1,0,0,jump,0.5
12,26,6,2,0,0,0,do_nothing,0.963645002
12,-4,6,2,0,1,0,duck_on,1.747434299253256
12,27,4,2,0,0,0,jump,0.505
12,8,4,2,1,0,0,do_nothing,0.5050955
12,-2,6,2,1,0,0,do_nothing,0.5220002669769518
13,-6,6,5,1,0,0,do_nothing,-0.020000000000000004
13,30,5,2,1,0,0,do_nothing,0.95
13,28,5,2,0,0,0,duck_on,0.5
13,18,5,2,0,1,0,do_nothing,0.5
13,8,5,2,0,1,0,do_nothing,0.5
13,-2,5,2,0,1,0,jump,0.5
13,29,6,5,0,1,0,duck_on,0.5
13,19,6,5,0,1,0,jump,0.5
13,9,6,5,0,1,0,duck_off,0.5
13,-1,6,5,0,0,0,duck_off,0.002
13,30,6,3,0,0,0,jump,-0.020000000000000004
13,30,6,3,1,0,0,jump,-0.020000000000000004
13,30,6,3,1,0,0,do_nothing,-0.020000000000000004
13,30,6,3,1,0,0,duck_off,1.355
13,29,6,3,0,0,0,do_nothing,0.5
13,19,6,3,0,0,0,duck_on,0.5
13,9,6,3,0,1,0,duck_off,0.5
12,2,6,5,1,0,0,duck_on,0.5
12,-7,6,5,1,0,0,do_nothing,-0.005145240214151134
12,22,6,3,0,1,0,do_nothing,0.5306359936703651
12,23,6,2,0,0,0,duck_on,0.5
12,13,6,2,0,1,0,do_nothing,0.5
12,25,6,2,1,0,0,duck_on,0.5
12,16,6,2,1,0,0,jump,0.5171955642222222
12,16,6,2,0,1,0,do_nothing,0.5205264803828179
12,-3,6,2,0,1,0,do_nothing,0.5028676393963757
12,27,4,1,0,1,0,do_nothing,0.5
12,18,4,1,0,1,0,duck_off,0.9550000000000001
12,8,4,1,0,0,0,duck_on,0.5
12,-1,4,1,0,1,0,do_nothing,0.50002
12,12,4,1,0,0,0,do_nothing,0.5
12,2,4,1,0,0,0,duck_on,0.50002
12,9,5,2,0,1,0,jump,0.5000205838988915
12,7,5,2,1,0,0,duck_off,0.5
12,-3,5,2,1,0,0,jump,0.5095
13,21,6,3,0,0,0,do_nothing,0.5
13,11,6,3,0,0,0,duck_off,0.5
13,1,6,3,0,0,0,duck_off,0.002
12,24,6,3,0,0,0,duck_on,0.5
12,15,6,3,0,1,0,jump,0.5
12,5,6,3,0,1,0,do_nothing,0.5
12,10,6,5,1,0,0,duck_on,0.49989545712276673
12,29,4,1,0,1,0,jump,0.5
12,19,4,1,0,1,0,duck_on,0.5
12,10,4,1,0,1,0,duck_on,0.5
12,0,4,1,0,1,0,jump,0.5
12,28,4,1,0,1,0,do_nothing,0.505
12,-1,4,1,0,0,0,duck_on,0.5050180000000001
12,16,6,2,0,1,0,duck_off,0.5
12,7,6,2,0,0,0,jump,0.5
12,-3,6,2,1,0,0,do_nothing,0.5093751973291725
12,22,5,1,0,1,0,duck_on,0.5
12,13,5,1,0,1,0,duck_off,0.5
12,3,5,1,0,0,0,jump,0.5021426959114765
12,22,5,2,1,0,0,duck_on,0.505
12,3,5,2,0,1,0,duck_on,0.5
13,30,6,5,0,1,0,jump,0.5
13,23,6,5,0,1,0,do_nothing,0.5
13,12,6,5,0,1,0,duck_on,0.5
13,2,6,5,0,1,0,jump,0.5
13,-8,6,5,0,1,0,duck_on,-0.020000000000000004
13,30,6,3,0,1,0,duck_off,0.002
